Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won,VenueType,Winner Rubber 1,Winner Rubber 2,Winner Rubber 3,Winner Rubber 4,Winner Rubber 5
NEXUS 3,HKIS Div 13,Cornwall Street Squash Centre,11,19/12/2025,1-4,"['3-2', '0-3', 'CR', 'CR', 'CR']",1,4,3,14,home,NEXUS 3,HKIS Div 13,,,
i-Mask Advance Squash Club 7,i-Mask Advance Squash Club 6,Cornwall Street Squash Centre,11,19/12/2025,2-3,"['3-1', '0-3', '0-3', '0-3', '3-0']",2,3,6,10,home,i-Mask Advance Squash Club 7,i-Mask Advance Squash Club 6,i-Mask Advance Squash Club 6,i-Mask Advance Squash Club 6,i-Mask Advance Squash Club 7
Smart Squash 3,i-Mask Advance Squash Club 6,Cornwall Street Squash Centre,12,09/01/2026,1-4,"['0-3', '0-3', '3-2', '0-3', '2-3']",1,4,5,14,home,i-Mask Advance Squash Club 6,i-Mask Advance Squash Club 6,Smart Squash 3,i-Mask Advance Squash Club 6,i-Mask Advance Squash Club 6
JSA 1,Vitality Squash 2,Harbour Road Sports Centre,12,09/01/2026,2-3,"['3-0', '0-3', '3-0', 'CR', 'CR']",2,3,6,9,neutral,JSA 1,Vitality Squash 2,JSA 1,,
Smart Squash 2,HKIS Div 13,Cornwall Street Squash Centre,12,09/01/2026,4-1,"['3-1', '3-1', '3-0', '0-3', 'CR']",4,1,12,5,home,Smart Squash 2,Smart Squash 2,Smart Squash 2,HKIS Div 13,
i-Mask Advance Squash Club 7,NEXUS 3,Cornwall Street Squash Centre,12,09/01/2026,4-1,"['3-0', '2-3', 'CR', 'CR', 'CR']",4,1,14,3,shared_home,i-Mask Advance Squash Club 7,NEXUS 3,,,
i-Mask Advance Squash Club 7,Smart Squash 3,Cornwall Street Squash Centre,13,16/01/2026,3-2,"['3-0', '1-3', '0-3', '3-0', '3-0']",3,2,10,6,shared_home,i-Mask Advance Squash Club 7,Smart Squash 3,Smart Squash 3,i-Mask Advance Squash Club 7,i-Mask Advance Squash Club 7
Bravo D13,Smart Squash 2,Yuen Long Jockey Club Squash Courts,13,16/01/2026,2-3,"['3-0', '0-3', '0-3', '3-2', 'CR']",2,3,6,11,home,Bravo D13,Smart Squash 2,Smart Squash 2,Bravo D13,
HKIS Div 13,i-Mask Advance Squash Club 6,HK Squash Centre,13,16/01/2026,0-5,"['0-3', '0-3', '0-3', '1-3', '0-3']",0,5,1,15,shared_home,i-Mask Advance Squash Club 6,i-Mask Advance Squash Club 6,i-Mask Advance Squash Club 6,i-Mask Advance Squash Club 6,i-Mask Advance Squash Club 6
NEXUS 3,Vitality Squash 2,Cornwall Street Squash Centre,13,16/01/2026,0-5,"['0-3', 'CR', 'CR', 'CR', 'CR']",0,5,0,15,home,Vitality Squash 2,,,,
NEXUS 3,Smart Squash 2,Cornwall Street Squash Centre,14,23/01/2026,4-1,"['3-0', '0-3', '3-0', '3-0', '3-0']",4,1,12,3,shared_home,NEXUS 3,Smart Squash 2,NEXUS 3,NEXUS 3,NEXUS 3
i-Mask Advance Squash Club 7,Vitality Squash 2,Cornwall Street Squash Centre,14,23/01/2026,4-1,"['3-0', '3-0', '0-3', 'CR', 'CR']",4,1,12,3,home,i-Mask Advance Squash Club 7,i-Mask Advance Squash Club 7,Vitality Squash 2,,
i-Mask Advance Squash Club 6,JSA 1,HK Squash Centre,14,23/01/2026,2-3,"['0-3', '3-0', '0-3', '0-3', '3-0']",2,3,6,9,shared_home,JSA 1,i-Mask Advance Squash Club 6,JSA 1,JSA 1,i-Mask Advance Squash Club 6
Smart Squash 3,Bravo D13,Cornwall Street Squash Centre,14,23/01/2026,3-2,"['0-3', '3-2', '3-0', '3-0', 'CR']",3,2,12,5,home,Bravo D13,Smart Squash 3,Smart Squash 3,Smart Squash 3,
Vitality Squash 2,HKIS Div 13,HK Squash Centre,15,30/01/2026,0-5,"['2-3', '0-3', '0-3', 'CR', 'CR']",0,5,2,15,shared_home,HKIS Div 13,HKIS Div 13,HKIS Div 13,,
i-Mask Advance Squash Club 6,Smart Squash 2,HK Squash Centre,15,30/01/2026,4-1,"['1-3', '3-1', '3-1', '3-0', '3-0']",4,1,13,5,home,Smart Squash 2,i-Mask Advance Squash Club 6,i-Mask Advance Squash Club 6,i-Mask Advance Squash Club 6,i-Mask Advance Squash Club 6
Bravo D13,i-Mask Advance Squash Club 7,Cornwall Street Squash Centre,15,30/01/2026,1-4,"['3-0', '0-3', '0-3', '0-3', 'CR']",1,4,3,12,away,Bravo D13,i-Mask Advance Squash Club 7,i-Mask Advance Squash Club 7,i-Mask Advance Squash Club 7,
Smart Squash 3,JSA 1,Cornwall Street Squash Centre,15,30/01/2026,3-2,"['0-3', '0-3', '3-0', 'CR', 'CR']",3,2,9,6,home,JSA 1,JSA 1,Smart Squash 3,,
HKIS Div 13,i-Mask Advance Squash Club 7,HK Squash Centre,16,06/02/2026,4-1,"['3-2', '3-0', '3-1', '0-3', '3-0']",4,1,12,6,home,HKIS Div 13,HKIS Div 13,HKIS Div 13,i-Mask Advance Squash Club 7,HKIS Div 13
NEXUS 3,JSA 1,Cornwall Street Squash Centre,16,06/02/2026,0-5,"['CR', 'CR', 'CR', 'CR', 'CR']",0,5,0,15,home,,,,,
Vitality Squash 2,Smart Squash 3,HK Squash Centre,16,06/02/2026,3-2,"['3-0', '3-0', '2-3', '0-3', 'CR']",3,2,11,6,home,Vitality Squash 2,Vitality Squash 2,Smart Squash 3,Smart Squash 3,
i-Mask Advance Squash Club 6,Bravo D13,Java Road Sports Centre,16,06/02/2026,3-2,"['1-3', '2-3', '3-0', '3-0', '3-0']",3,2,12,6,neutral,Bravo D13,Bravo D13,i-Mask Advance Squash Club 6,i-Mask Advance Squash Club 6,i-Mask Advance Squash Club 6
Bravo D13,Vitality Squash 2,Yuen Long Jockey Club Squash Courts,17,13/02/2026,5-0,"['CR', 'CR', 'CR', 'CR', 'CR']",5,0,15,0,home,,,,,
Smart Squash 3,NEXUS 3,Cornwall Street Squash Centre,17,13/02/2026,0-5,"['CR', 'CR', 'CR', 'CR', 'CR']",0,5,0,15,shared_home,,,,,
JSA 1,HKIS Div 13,HK Squash Centre,17,13/02/2026,5-0,"['3-0', '3-0', '3-0', 'WO', 'WO']",5,0,15,0,shared_home,JSA 1,JSA 1,JSA 1,,
i-Mask Advance Squash Club 7,Smart Squash 2,Cornwall Street Squash Centre,17,13/02/2026,3-2,"['3-2', '0-3', '0-3', '3-0', '3-0']",3,2,9,8,shared_home,i-Mask Advance Squash Club 7,Smart Squash 2,Smart Squash 2,i-Mask Advance Squash Club 7,i-Mask Advance Squash Club 7
