Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won,Winner Rubber 1,Winner Rubber 2,Winner Rubber 3,Winner Rubber 4,Winner Rubber 5
i-Mask Advance Squash Club 2,Kinetic 2,Cornwall Street Squash Centre,5,08/11/2024,4-1,"['3-0', '3-0', '3-1', '3-0', '0-3']",4,1,12,4,i-Mask Advance Squash Club 2,i-Mask Advance Squash Club 2,i-Mask Advance Squash Club 2,i-Mask Advance Squash Club 2,Kinetic 2
TOMCAT,i-Mask Advance Squash Club 2,HK Squash Centre,6,15/11/2024,3-2,"['1-3', '3-1', '2-3', '3-2', '3-0']",3,2,12,9,i-Mask Advance Squash Club 2,TOMCAT,i-Mask Advance Squash Club 2,TOMCAT,TOMCAT
Striving Squash,Kinetic 2,Kwun Chung Sports Centre,6,15/11/2024,4-1,"['3-1', '3-0', '1-3', '3-1', '3-0']",4,1,13,5,Striving Squash,Striving Squash,Kinetic 2,Striving Squash,Striving Squash
Sha Tin 3,Squashathon Zero,Cornwall Street Squash Centre,6,15/11/2024,5-0,"['3-2', '3-0', '3-0', '3-0', '3-1']",5,0,15,3,Sha Tin 3,Sha Tin 3,Sha Tin 3,Sha Tin 3,Sha Tin 3
Hong Kong Football Club 8,Ladies Recreation Club Div 8,Hong Kong Football Club,6,15/11/2024,0-5,"['0-3', '1-3', '0-3', '0-3', '0-3']",0,5,1,15,Ladies Recreation Club Div 8,Ladies Recreation Club Div 8,Ladies Recreation Club Div 8,Ladies Recreation Club Div 8,Ladies Recreation Club Div 8
Physical Chess 3,Hong Kong Football Club 8,Cornwall Street Squash Centre,7,22/11/2024,2-3,"['1-3', '0-3', '3-1', '2-3', 'CR']",2,3,6,13,Hong Kong Football Club 8,Hong Kong Football Club 8,Physical Chess 3,Hong Kong Football Club 8,
Ladies Recreation Club Div 8,Sha Tin 3,Ladies Recreation Club,7,22/11/2024,1-4,"['0-3', '3-0', '2-3', '0-3', '1-3']",1,4,6,12,Sha Tin 3,Ladies Recreation Club Div 8,Sha Tin 3,Sha Tin 3,Sha Tin 3
Squashathon Zero,Kinetic 2,Cornwall Street Squash Centre,7,22/11/2024,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0,Squashathon Zero,Squashathon Zero,Squashathon Zero,Squashathon Zero,Squashathon Zero
TOMCAT,Striving Squash,Cornwall Street Squash Centre,7,22/11/2024,3-2,"['0-3', '3-0', '3-0', '2-3', '3-0']",3,2,11,6,Striving Squash,TOMCAT,TOMCAT,Striving Squash,TOMCAT
Striving Squash,i-Mask Advance Squash Club 2,Kwun Chung Sports Centre,8,29/11/2024,3-2,"['3-0', '2-3', '3-1', '3-1', 'CR']",3,2,14,5,Striving Squash,i-Mask Advance Squash Club 2,Striving Squash,Striving Squash,
TOMCAT,Squashathon Zero,Cornwall Street Squash Centre,8,29/11/2024,0-5,"['1-3', '0-3', '0-3', '0-3', '0-3']",0,5,1,15,Squashathon Zero,Squashathon Zero,Squashathon Zero,Squashathon Zero,Squashathon Zero
Kinetic 2,Ladies Recreation Club Div 8,Yuen Long Jockey Club Squash Courts,8,29/11/2024,2-3,"['1-3', '0-3', '2-3', '3-0', 'CR']",2,3,6,12,Ladies Recreation Club Div 8,Ladies Recreation Club Div 8,Ladies Recreation Club Div 8,Kinetic 2,
Sha Tin 3,Physical Chess 3,Cornwall Street Squash Centre,8,29/11/2024,5-0,"['3-0', '3-1', '3-0', '3-1', '3-0']",5,0,15,2,Sha Tin 3,Sha Tin 3,Sha Tin 3,Sha Tin 3,Sha Tin 3
Squashathon Zero,Striving Squash,Cornwall Street Squash Centre,9,03/01/2025,2-3,"['1-3', '0-3', '2-3', '3-0', '3-0']",2,3,9,9,Striving Squash,Striving Squash,Striving Squash,Squashathon Zero,Squashathon Zero
Physical Chess 3,TOMCAT,Cornwall Street Squash Centre,9,03/01/2025,5-0,"['3-0', '3-1', '3-0', '3-1', '3-2']",5,0,15,4,Physical Chess 3,Physical Chess 3,Physical Chess 3,Physical Chess 3,Physical Chess 3
Hong Kong Football Club 8,Kinetic 2,Hong Kong Football Club,9,03/01/2025,5-0,"['3-1', '3-0', '3-0', '3-0', '3-1']",5,0,15,2,Hong Kong Football Club 8,Hong Kong Football Club 8,Hong Kong Football Club 8,Hong Kong Football Club 8,Hong Kong Football Club 8
Kinetic 2,Sha Tin 3,Yuen Long Jockey Club Squash Courts,10,10/01/2025,1-4,"['3-0', '1-3', '2-3', '2-3', 'CR']",1,4,8,12,Kinetic 2,Sha Tin 3,Sha Tin 3,Sha Tin 3,
TOMCAT,Hong Kong Football Club 8,Cornwall Street Squash Centre,10,10/01/2025,1-4,"['3-1', '0-3', '1-3', '1-3', '0-3']",1,4,5,13,TOMCAT,Hong Kong Football Club 8,Hong Kong Football Club 8,Hong Kong Football Club 8,Hong Kong Football Club 8
i-Mask Advance Squash Club 2,Physical Chess 3,Cornwall Street Squash Centre,10,10/01/2025,1-4,"['0-3', '2-3', '3-0', '0-3', 'CR']",1,4,5,12,Physical Chess 3,Physical Chess 3,i-Mask Advance Squash Club 2,Physical Chess 3,
Striving Squash,Ladies Recreation Club Div 8,HK Squash Centre,10,10/01/2025,2-3,"['3-1', '1-3', '0-3', '3-1', '1-3']",2,3,8,11,Striving Squash,Ladies Recreation Club Div 8,Ladies Recreation Club Div 8,Striving Squash,Ladies Recreation Club Div 8
Ladies Recreation Club Div 8,Squashathon Zero,Ladies Recreation Club,11,17/01/2025,3-2,"['3-2', '1-3', '0-3', '3-0', '3-0']",3,2,10,8,Ladies Recreation Club Div 8,Squashathon Zero,Squashathon Zero,Ladies Recreation Club Div 8,Ladies Recreation Club Div 8
Physical Chess 3,Striving Squash,Cornwall Street Squash Centre,11,17/01/2025,1-4,"['0-3', '0-3', '2-3', '3-0', '1-3']",1,4,6,12,Striving Squash,Striving Squash,Striving Squash,Physical Chess 3,Striving Squash
Hong Kong Football Club 8,i-Mask Advance Squash Club 2,Hong Kong Football Club,11,17/01/2025,4-1,"['3-0', '3-1', '2-3', '3-0', 'CR']",4,1,14,4,Hong Kong Football Club 8,Hong Kong Football Club 8,i-Mask Advance Squash Club 2,Hong Kong Football Club 8,
Sha Tin 3,TOMCAT,Cornwall Street Squash Centre,11,17/01/2025,5-0,"['3-2', '3-1', '3-0', '3-1', '3-2']",5,0,15,6,Sha Tin 3,Sha Tin 3,Sha Tin 3,Sha Tin 3,Sha Tin 3
TOMCAT,Kinetic 2,Cornwall Street Squash Centre,12,24/01/2025,4-1,"['3-1', '3-0', '3-0', '3-0', '1-3']",4,1,13,4,TOMCAT,TOMCAT,TOMCAT,TOMCAT,Kinetic 2
i-Mask Advance Squash Club 2,Sha Tin 3,Cornwall Street Squash Centre,12,24/01/2025,2-3,"['1-3', '3-0', '3-1', '1-3', '0-3']",2,3,8,10,Sha Tin 3,i-Mask Advance Squash Club 2,i-Mask Advance Squash Club 2,Sha Tin 3,Sha Tin 3
Striving Squash,Hong Kong Football Club 8,Kwun Chung Sports Centre,12,24/01/2025,5-0,"['3-0', '3-0', '3-0', 'CR', 'CR']",5,0,15,0,Striving Squash,Striving Squash,Striving Squash,,
Squashathon Zero,Physical Chess 3,HK Squash Centre,12,24/01/2025,5-0,"['3-0', '3-0', '3-1', '3-1', '3-0']",5,0,15,2,Squashathon Zero,Squashathon Zero,Squashathon Zero,Squashathon Zero,Squashathon Zero
