Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won,VenueType,Winner Rubber 1,Winner Rubber 2,Winner Rubber 3,Winner Rubber 4,Winner Rubber 5
Hong Kong Club Blue,Kowloon Cricket Club M4,The Hong Kong Club,3,16/10/2025,2-3,"['1-3', '0-3', '1-3', '3-0', '3-0']",2,3,8,9,home,Kowloon Cricket Club M4,Kowloon Cricket Club M4,Kowloon Cricket Club M4,Hong Kong Club Blue,Hong Kong Club Blue
Hong Kong Football Club M4A,WAKO,Hong Kong Football Club,3,16/10/2025,2-3,"['0-3', '3-0', '3-0', '2-3', '0-3']",2,3,8,9,home,WAKO,Hong Kong Football Club M4A,Hong Kong Football Club M4A,WAKO,WAKO
United Services Recreation Club M4,Hong Kong Cricket Club M4,United Services Recreation Club,3,16/10/2025,2-3,"['1-3', '1-3', '0-3', '3-1', '3-1']",2,3,8,11,home,Hong Kong Cricket Club M4,Hong Kong Cricket Club M4,Hong Kong Cricket Club M4,United Services Recreation Club M4,United Services Recreation Club M4
Bolton,Hong Kong Football Club M4B,Masters - Harbour Road Sports Centre,3,16/10/2025,3-2,"['3-0', '3-1', '0-3', '2-3', '3-1']",3,2,11,8,home,Bolton,Bolton,Hong Kong Football Club M4B,Hong Kong Football Club M4B,Bolton
Royal Hong Kong Yacht Club M4,SKCSC M4,Royal Hong Kong Yacht Club,3,16/10/2025,2-3,"['0-3', '3-2', '0-3', '1-3', '3-0']",2,3,7,11,home,SKCSC M4,Royal Hong Kong Yacht Club M4,SKCSC M4,SKCSC M4,Royal Hong Kong Yacht Club M4
Royal Hong Kong Yacht Club M4,Kowloon Cricket Club M4,Royal Hong Kong Yacht Club,4,23/10/2025,1-4,"['3-1', '1-3', '0-3', '0-3', '1-3']",1,4,5,13,home,Royal Hong Kong Yacht Club M4,Kowloon Cricket Club M4,Kowloon Cricket Club M4,Kowloon Cricket Club M4,Kowloon Cricket Club M4
Hong Kong Football Club M4B,SKCSC M4,Hong Kong Football Club,4,23/10/2025,4-1,"['3-0', '3-0', '3-0', '3-1', '0-3']",4,1,12,4,home,Hong Kong Football Club M4B,Hong Kong Football Club M4B,Hong Kong Football Club M4B,Hong Kong Football Club M4B,SKCSC M4
Bolton,Hong Kong Cricket Club M4,Masters - HK Squash Centre,4,23/10/2025,2-3,"['3-2', '1-3', '0-3', '0-3', '3-1']",2,3,7,12,neutral,Bolton,Hong Kong Cricket Club M4,Hong Kong Cricket Club M4,Hong Kong Cricket Club M4,Bolton
United Services Recreation Club M4,WAKO,United Services Recreation Club,4,23/10/2025,1-4,"['0-3', '2-3', '1-3', '1-3', '3-0']",1,4,7,12,home,WAKO,WAKO,WAKO,WAKO,United Services Recreation Club M4
Hong Kong Club Blue,Hong Kong Football Club M4A,The Hong Kong Club,4,23/10/2025,2-3,"['1-3', '0-3', '0-3', '3-1', '3-1']",2,3,7,11,home,Hong Kong Football Club M4A,Hong Kong Football Club M4A,Hong Kong Football Club M4A,Hong Kong Club Blue,Hong Kong Club Blue
Hong Kong Football Club M4A,Kowloon Cricket Club M4,Hong Kong Football Club,5,30/10/2025,3-2,"['3-0', '3-0', '1-3', '0-3', '3-0']",3,2,10,6,home,Hong Kong Football Club M4A,Hong Kong Football Club M4A,Kowloon Cricket Club M4,Kowloon Cricket Club M4,Hong Kong Football Club M4A
United Services Recreation Club M4,Hong Kong Club Blue,United Services Recreation Club,5,30/10/2025,5-0,"['3-0', '3-0', '3-1', '3-0', '3-2']",5,0,15,3,home,United Services Recreation Club M4,United Services Recreation Club M4,United Services Recreation Club M4,United Services Recreation Club M4,United Services Recreation Club M4
Bolton,WAKO,Masters - Harbour Road Sports Centre,5,30/10/2025,2-3,"['3-0', '3-1', '0-3', '0-3', '0-3']",2,3,6,10,shared_home,Bolton,Bolton,WAKO,WAKO,WAKO
Hong Kong Cricket Club M4,SKCSC M4,Hong Kong Cricket Club,5,30/10/2025,2-3,"['0-3', '0-3', '3-0', '3-1', '0-3']",2,3,6,10,home,SKCSC M4,SKCSC M4,Hong Kong Cricket Club M4,Hong Kong Cricket Club M4,SKCSC M4
Royal Hong Kong Yacht Club M4,Hong Kong Football Club M4B,Royal Hong Kong Yacht Club,5,30/10/2025,1-4,"['2-3', '1-3', '0-3', '1-3', '3-1']",1,4,7,13,home,Hong Kong Football Club M4B,Hong Kong Football Club M4B,Hong Kong Football Club M4B,Hong Kong Football Club M4B,Royal Hong Kong Yacht Club M4
Kowloon Cricket Club M4,Hong Kong Football Club M4B,Kowloon Cricket Club,6,06/11/2025,3-2,"['3-2', '1-3', '0-3', '3-1', '3-1']",3,2,10,10,home,Kowloon Cricket Club M4,Hong Kong Football Club M4B,Hong Kong Football Club M4B,Kowloon Cricket Club M4,Kowloon Cricket Club M4
Royal Hong Kong Yacht Club M4,Hong Kong Cricket Club M4,Royal Hong Kong Yacht Club,6,06/11/2025,0-5,"['0-3', '0-3', '0-3', '0-3', '0-3']",0,5,0,15,home,Hong Kong Cricket Club M4,Hong Kong Cricket Club M4,Hong Kong Cricket Club M4,Hong Kong Cricket Club M4,Hong Kong Cricket Club M4
WAKO,SKCSC M4,Masters - Harbour Road Sports Centre,6,06/11/2025,4-1,"['2-3', '3-1', '3-2', '3-0', '3-0']",4,1,14,6,home,SKCSC M4,WAKO,WAKO,WAKO,WAKO
Hong Kong Club Blue,Bolton,The Hong Kong Club,6,06/11/2025,5-0,"['3-0', '3-2', '3-0', '3-0', '3-0']",5,0,15,2,home,Hong Kong Club Blue,Hong Kong Club Blue,Hong Kong Club Blue,Hong Kong Club Blue,Hong Kong Club Blue
Hong Kong Football Club M4A,United Services Recreation Club M4,Hong Kong Football Club,6,06/11/2025,4-1,"['1-3', '3-1', '3-1', '3-0', '3-2']",4,1,13,7,home,United Services Recreation Club M4,Hong Kong Football Club M4A,Hong Kong Football Club M4A,Hong Kong Football Club M4A,Hong Kong Football Club M4A
