Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won,VenueType,Winner Rubber 1,Winner Rubber 2,Winner Rubber 3,Winner Rubber 4,Winner Rubber 5
JESSICA L2 [withdrawal],Hong Kong Cricket Club L2,HK Squash Centre,6,18/11/2025,0-4,"['CR', 'CR', 'CR', 'CR']",0,4,0,12,home,,,,,
Hong Kong Football Club L2B,Hong Kong Football Club L2A,Hong Kong Football Club,6,18/11/2025,2-2,"['0-3', '3-0', '1-3', '3-0']",2,2,7,6,shared_home,Hong Kong Football Club L2A,Hong Kong Football Club L2B,Hong Kong Football Club L2A,Hong Kong Football Club L2B,
Kowloon Cricket Club L2B,Kowloon Cricket Club L2A,Kowloon Cricket Club,6,18/11/2025,4-0,"['3-0', '3-0', '3-0', '3-0']",4,0,12,0,shared_home,Kowloon Cricket Club L2B,Kowloon Cricket Club L2B,Kowloon Cricket Club L2B,Kowloon Cricket Club L2B,
JESSICA L2 [withdrawal],Hong Kong Football Club L2B,HK Squash Centre,7,25/11/2025,0-4,"['CR', 'CR', 'CR', 'CR']",0,4,0,12,home,,,,,
Hong Kong Cricket Club L2,Kowloon Cricket Club L2B,Hong Kong Cricket Club,7,25/11/2025,0-4,"['2-3', '0-3', '1-3', '0-3']",0,4,3,12,home,Kowloon Cricket Club L2B,Kowloon Cricket Club L2B,Kowloon Cricket Club L2B,Kowloon Cricket Club L2B,
Kowloon Cricket Club L2A,Hong Kong Football Club L2A,Kowloon Cricket Club,7,25/11/2025,1-3,"['3-1', 'CR', 'CR', 'CR']",1,3,3,10,home,Kowloon Cricket Club L2A,,,,
Kowloon Cricket Club L2A,Hong Kong Football Club L2B,Kowloon Cricket Club,8,09/12/2025,1-3,"['3-1', '1-3', '0-3', '0-3']",1,3,4,10,home,Kowloon Cricket Club L2A,Hong Kong Football Club L2B,Hong Kong Football Club L2B,Hong Kong Football Club L2B,
Hong Kong Football Club L2A,Hong Kong Cricket Club L2,Hong Kong Football Club,8,09/12/2025,0-4,"['1-3', '2-3', '1-3', '0-3']",0,4,4,12,home,Hong Kong Cricket Club L2,Hong Kong Cricket Club L2,Hong Kong Cricket Club L2,Hong Kong Cricket Club L2,
Kowloon Cricket Club L2B,JESSICA L2 [withdrawal],Kowloon Cricket Club,8,09/12/2025,4-0,"['CR', 'CR', 'CR', 'CR']",4,0,12,0,home,,,,,
Hong Kong Football Club L2B,Kowloon Cricket Club L2B,Hong Kong Football Club,9,16/12/2025,3-1,"['3-0', '1-3', '3-0', 'CR']",3,1,10,3,home,Hong Kong Football Club L2B,Kowloon Cricket Club L2B,Hong Kong Football Club L2B,,
JESSICA L2 [withdrawal],Hong Kong Football Club L2A,HK Squash Centre,9,16/12/2025,0-4,"['CR', 'CR', 'CR', 'CR']",0,4,0,12,home,,,,,
Kowloon Cricket Club L2A,Hong Kong Cricket Club L2,Kowloon Cricket Club,9,16/12/2025,3-1,"['3-0', '3-0', '3-0', 'CR']",3,1,12,0,home,Kowloon Cricket Club L2A,Kowloon Cricket Club L2A,Kowloon Cricket Club L2A,,
Hong Kong Football Club L2B,Hong Kong Cricket Club L2,Hong Kong Football Club,10,06/01/2026,3-1,"['2-3', '3-0', '3-0', '3-0']",3,1,11,3,home,Hong Kong Cricket Club L2,Hong Kong Football Club L2B,Hong Kong Football Club L2B,Hong Kong Football Club L2B,
Kowloon Cricket Club L2A,JESSICA L2 [withdrawal],Kowloon Cricket Club,10,06/01/2026,4-0,"['CR', 'CR', 'CR', 'CR']",4,0,12,0,home,,,,,
Hong Kong Football Club L2A,Kowloon Cricket Club L2B,Hong Kong Football Club,10,06/01/2026,1-3,"['0-3', '0-3', '0-3', 'CR']",1,3,0,12,home,Kowloon Cricket Club L2B,Kowloon Cricket Club L2B,Kowloon Cricket Club L2B,,
Hong Kong Cricket Club L2,JESSICA L2 [withdrawal],Hong Kong Cricket Club,11,13/01/2026,4-0,"['CR', 'CR', 'CR', 'CR']",4,0,12,0,home,,,,,
Hong Kong Football Club L2A,Hong Kong Football Club L2B,Hong Kong Football Club,11,13/01/2026,0-4,"['0-3', '1-3', '2-3', '0-3']",0,4,3,12,shared_home,Hong Kong Football Club L2B,Hong Kong Football Club L2B,Hong Kong Football Club L2B,Hong Kong Football Club L2B,
Kowloon Cricket Club L2A,Kowloon Cricket Club L2B,Kowloon Cricket Club,11,13/01/2026,0-5,"['CR', 'CR', 'CR', 'CR', '0-3']",0,5,0,15,shared_home,,,,,Kowloon Cricket Club L2B
