Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won,Winner Rubber 1,Winner Rubber 2,Winner Rubber 3,Winner Rubber 4,Winner Rubber 5
Kinetic 4,Sha Tin 6,Pei Ho Street Sports Centre,2,18/10/2024,0-5,"['0-3', '0-3', '1-3', '0-3', '0-3']",0,5,1,15,Sha Tin 6,Sha Tin 6,Sha Tin 6,Sha Tin 6,Sha Tin 6
Yuen Long District Sports Association Limited,HKIS Div 13,Tai Kiu Market Squash Courts,2,18/10/2024,3-2,"['0-3', '0-3', 'CR', 'CR', 'CR']",3,2,9,6,HKIS Div 13,HKIS Div 13,,,
HKIS Div 13,Kinetic 4,Harbour Road Sports Centre,3,25/10/2024,3-2,"['0-3', '3-0', '3-0', '3-1', 'CR']",3,2,12,4,Kinetic 4,HKIS Div 13,HKIS Div 13,HKIS Div 13,
Sha Tin 6,i-Mask Advance Squash Club 5,Cornwall Street Squash Centre,3,25/10/2024,4-1,"['3-0', '0-3', '3-0', '3-1', '3-2']",4,1,12,6,Sha Tin 6,i-Mask Advance Squash Club 5,Sha Tin 6,Sha Tin 6,Sha Tin 6
SocGen Squash,Energy Squash Club 2,HK Squash Centre,3,25/10/2024,2-3,"['3-0', '1-3', '1-3', '0-3', '3-0']",2,3,8,9,SocGen Squash,Energy Squash Club 2,Energy Squash Club 2,Energy Squash Club 2,SocGen Squash
Fusion Squash Club 2,Happy Squash 4,HK Squash Centre,3,25/10/2024,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0,Fusion Squash Club 2,Fusion Squash Club 2,Fusion Squash Club 2,Fusion Squash Club 2,Fusion Squash Club 2
Electrify Squash Div 13,Energy Squash Club 1,HK Squash Centre,3,25/10/2024,5-0,"['3-0', '3-0', '3-0', '3-0', 'CR']",5,0,15,0,Electrify Squash Div 13,Electrify Squash Div 13,Electrify Squash Div 13,Electrify Squash Div 13,
X-Alpha 5,Yuen Long District Sports Association Limited,Tai Po Sports Ground,3,25/10/2024,3-2,"['0-3', '0-3', '3-2', '3-0', '3-0']",3,2,9,8,Yuen Long District Sports Association Limited,Yuen Long District Sports Association Limited,X-Alpha 5,X-Alpha 5,X-Alpha 5
Energy Squash Club 1,X-Alpha 5,Kwun Chung Sports Centre,4,01/11/2024,2-3,"['1-3', '3-0', '3-0', '0-3', 'CR']",2,3,7,9,X-Alpha 5,Energy Squash Club 1,Energy Squash Club 1,X-Alpha 5,
Electrify Squash Div 13,Fusion Squash Club 2,HK Squash Centre,4,01/11/2024,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0,Electrify Squash Div 13,Electrify Squash Div 13,Electrify Squash Div 13,Electrify Squash Div 13,Electrify Squash Div 13
SocGen Squash,Happy Squash 4,HK Squash Centre,4,01/11/2024,2-3,"['1-3', '0-3', '3-0', '0-3', '3-0']",2,3,7,9,Happy Squash 4,Happy Squash 4,SocGen Squash,Happy Squash 4,SocGen Squash
Sha Tin 6,Energy Squash Club 2,Cornwall Street Squash Centre,4,01/11/2024,5-0,"['CR', 'CR', 'CR', 'CR', 'CR']",5,0,15,0,,,,,
i-Mask Advance Squash Club 5,HKIS Div 13,Cornwall Street Squash Centre,4,01/11/2024,5-0,"['CR', 'CR', 'CR', 'CR', 'CR']",5,0,15,0,,,,,
Kinetic 4,Yuen Long District Sports Association Limited,Pei Ho Street Sports Centre,4,01/11/2024,4-1,"['0-3', '3-0', '3-0', '3-0', '3-2']",4,1,12,5,Yuen Long District Sports Association Limited,Kinetic 4,Kinetic 4,Kinetic 4,Kinetic 4
