Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won,Winner Rubber 1,Winner Rubber 2,Winner Rubber 3,Winner Rubber 4,Winner Rubber 5
WAKO,Bolton,Masters - Harbour Road Sports Centre,9,28/11/2024,4-1,"['3-2', '0-3', '3-1', '3-0', '3-1']",4,1,12,7,WAKO,Bolton,WAKO,WAKO,WAKO
Hong Kong Club Blue,Hong Kong Football Club M4B,HK CLUB,9,28/11/2024,1-4,"['3-2', '1-3', '0-3', '2-3', '2-3']",1,4,8,14,Hong Kong Club Blue,Hong Kong Football Club M4B,Hong Kong Football Club M4B,Hong Kong Football Club M4B,Hong Kong Football Club M4B
Hong Kong Football Club M4A,SKCSC,Hong Kong Football Club,9,28/11/2024,2-3,"['3-0', '3-2', '2-3', '0-3', '0-3']",2,3,8,11,Hong Kong Football Club M4A,Hong Kong Football Club M4A,SKCSC,SKCSC,SKCSC
Bolton,Royal Hong Kong Yacht Club M4,Masters - HK Squash Centre,10,02/01/2025,2-3,"['3-1', '3-0', '1-3', '0-3', 'CR']",2,3,7,10,Bolton,Bolton,Royal Hong Kong Yacht Club M4,Royal Hong Kong Yacht Club M4,
United Services Recreation Club M4,Hong Kong Football Club M4B,United Services Recreation Club,10,02/01/2025,4-1,"['1-3', '3-0', '3-0', '3-0', '3-0']",4,1,13,3,Hong Kong Football Club M4B,United Services Recreation Club M4,United Services Recreation Club M4,United Services Recreation Club M4,United Services Recreation Club M4
WAKO,SKCSC,Masters - Harbour Road Sports Centre,10,02/01/2025,2-3,"['3-0', '1-3', '0-3', '2-3', '3-0']",2,3,9,9,WAKO,SKCSC,SKCSC,SKCSC,WAKO
Hong Kong Football Club M4A,Hong Kong Club Blue,Hong Kong Football Club,10,02/01/2025,4-1,"['3-0', '3-0', '3-0', '3-0', '1-3']",4,1,13,3,Hong Kong Football Club M4A,Hong Kong Football Club M4A,Hong Kong Football Club M4A,Hong Kong Football Club M4A,Hong Kong Club Blue
Royal Hong Kong Yacht Club M4,Hong Kong Club Blue,Royal Hong Kong Yacht Club,11,09/01/2025,1-4,"['1-3', '1-3', '3-1', '0-3', '1-3']",1,4,6,13,Hong Kong Club Blue,Hong Kong Club Blue,Royal Hong Kong Yacht Club M4,Hong Kong Club Blue,Hong Kong Club Blue
Hong Kong Football Club M4A,WAKO,Hong Kong Football Club,11,09/01/2025,5-0,"['3-0', '3-2', '3-0', '3-0', '3-0']",5,0,15,2,Hong Kong Football Club M4A,Hong Kong Football Club M4A,Hong Kong Football Club M4A,Hong Kong Football Club M4A,Hong Kong Football Club M4A
SKCSC,United Services Recreation Club M4,Masters - Cornwall Street Squash Centre,11,09/01/2025,2-3,"['3-2', '0-3', '3-1', '1-3', '1-3']",2,3,8,12,SKCSC,United Services Recreation Club M4,SKCSC,United Services Recreation Club M4,United Services Recreation Club M4
Bolton,Hong Kong Football Club M4B,Masters - HK Squash Centre,11,09/01/2025,0-5,"['0-3', '1-3', '0-3', '1-3', '0-3']",0,5,2,15,Hong Kong Football Club M4B,Hong Kong Football Club M4B,Hong Kong Football Club M4B,Hong Kong Football Club M4B,Hong Kong Football Club M4B
Hong Kong Football Club M4B,Royal Hong Kong Yacht Club M4,Hong Kong Football Club,12,16/01/2025,2-3,"['3-0', '1-3', '3-0', '0-3', '0-3']",2,3,7,9,Hong Kong Football Club M4B,Royal Hong Kong Yacht Club M4,Hong Kong Football Club M4B,Royal Hong Kong Yacht Club M4,Royal Hong Kong Yacht Club M4
Bolton,SKCSC,Masters - HK Squash Centre,12,16/01/2025,0-5,"['2-3', '0-3', '0-3', '0-3', '0-3']",0,5,2,15,SKCSC,SKCSC,SKCSC,SKCSC,SKCSC
United Services Recreation Club M4,Hong Kong Football Club M4A,United Services Recreation Club,12,16/01/2025,2-3,"['0-3', '0-3', '0-3', '3-1', '3-1']",2,3,6,11,Hong Kong Football Club M4A,Hong Kong Football Club M4A,Hong Kong Football Club M4A,United Services Recreation Club M4,United Services Recreation Club M4
WAKO,Hong Kong Club Blue,Masters - Harbour Road Sports Centre,12,16/01/2025,4-1,"['0-3', '3-0', '3-0', '3-0', '3-2']",4,1,12,5,Hong Kong Club Blue,WAKO,WAKO,WAKO,WAKO
Royal Hong Kong Yacht Club M4,WAKO,Royal Hong Kong Yacht Club,13,23/01/2025,3-2,"['3-0', '0-3', '0-3', '3-0', '3-1']",3,2,9,7,Royal Hong Kong Yacht Club M4,WAKO,WAKO,Royal Hong Kong Yacht Club M4,Royal Hong Kong Yacht Club M4
Hong Kong Club Blue,United Services Recreation Club M4,HK CLUB,13,23/01/2025,0-5,"['1-3', '2-3', '0-3', '0-3', '0-3']",0,5,3,15,United Services Recreation Club M4,United Services Recreation Club M4,United Services Recreation Club M4,United Services Recreation Club M4,United Services Recreation Club M4
Hong Kong Football Club M4A,Bolton,Hong Kong Football Club,13,23/01/2025,5-0,"['3-0', '3-2', '3-0', '3-0', '3-0']",5,0,15,2,Hong Kong Football Club M4A,Hong Kong Football Club M4A,Hong Kong Football Club M4A,Hong Kong Football Club M4A,Hong Kong Football Club M4A
SKCSC,Hong Kong Football Club M4B,Masters - Cornwall Street Squash Centre,13,23/01/2025,3-2,"['1-3', '3-0', '0-3', '3-1', '3-1']",3,2,10,8,Hong Kong Football Club M4B,SKCSC,Hong Kong Football Club M4B,SKCSC,SKCSC
SKCSC,Royal Hong Kong Yacht Club M4,Masters - Cornwall Street Squash Centre,14,13/02/2025,4-1,"['3-0', '1-3', '3-0', '3-2', '3-0']",4,1,13,5,SKCSC,Royal Hong Kong Yacht Club M4,SKCSC,SKCSC,SKCSC
Hong Kong Club Blue,Bolton,HK CLUB,14,13/02/2025,2-3,"['3-1', '1-3', '0-3', '0-3', '3-2']",2,3,7,12,Hong Kong Club Blue,Bolton,Bolton,Bolton,Hong Kong Club Blue
WAKO,United Services Recreation Club M4,Masters - Harbour Road Sports Centre,14,13/02/2025,1-4,"['2-3', '3-0', '1-3', '1-3', '0-3']",1,4,7,12,United Services Recreation Club M4,WAKO,United Services Recreation Club M4,United Services Recreation Club M4,United Services Recreation Club M4
Hong Kong Football Club M4A,Hong Kong Football Club M4B,Hong Kong Football Club,14,13/02/2025,3-2,"['3-1', '3-2', '1-3', '2-3', '3-0']",3,2,12,9,Hong Kong Football Club M4A,Hong Kong Football Club M4A,Hong Kong Football Club M4B,Hong Kong Football Club M4B,Hong Kong Football Club M4A
Royal Hong Kong Yacht Club M4,United Services Recreation Club M4,Royal Hong Kong Yacht Club,15,20/02/2025,1-4,"['3-2', '2-3', '0-3', '1-3', '2-3']",1,4,8,14,Royal Hong Kong Yacht Club M4,United Services Recreation Club M4,United Services Recreation Club M4,United Services Recreation Club M4,United Services Recreation Club M4
Bolton,WAKO,Masters - HK Squash Centre,15,20/02/2025,3-2,"['3-0', '1-3', '0-3', '3-0', '3-2']",3,2,10,8,Bolton,WAKO,WAKO,Bolton,Bolton
Hong Kong Football Club M4B,Hong Kong Club Blue,Hong Kong Football Club,15,20/02/2025,5-0,"['3-0', '3-1', '3-0', '3-1', '3-0']",5,0,15,2,Hong Kong Football Club M4B,Hong Kong Football Club M4B,Hong Kong Football Club M4B,Hong Kong Football Club M4B,Hong Kong Football Club M4B
SKCSC,Hong Kong Football Club M4A,Masters - Cornwall Street Squash Centre,15,20/02/2025,2-3,"['0-3', '0-3', '0-3', '3-1', '3-0']",2,3,6,10,Hong Kong Football Club M4A,Hong Kong Football Club M4A,Hong Kong Football Club M4A,SKCSC,SKCSC
Hong Kong Football Club M4A,Royal Hong Kong Yacht Club M4,Hong Kong Football Club,16,27/02/2025,5-0,"['3-0', '3-0', '3-0', '3-0', '3-1']",5,0,15,1,Hong Kong Football Club M4A,Hong Kong Football Club M4A,Hong Kong Football Club M4A,Hong Kong Football Club M4A,Hong Kong Football Club M4A
Hong Kong Club Blue,SKCSC,HK CLUB,16,27/02/2025,1-4,"['0-3', '1-3', '0-3', '3-0', '0-3']",1,4,4,12,SKCSC,SKCSC,SKCSC,Hong Kong Club Blue,SKCSC
WAKO,Hong Kong Football Club M4B,Masters - Harbour Road Sports Centre,16,27/02/2025,3-2,"['0-3', '3-0', '1-3', '3-0', '3-1']",3,2,10,7,Hong Kong Football Club M4B,WAKO,Hong Kong Football Club M4B,WAKO,WAKO
United Services Recreation Club M4,Bolton,United Services Recreation Club,16,27/02/2025,2-3,"['2-3', '0-3', '2-3', '3-0', '3-0']",2,3,10,9,Bolton,Bolton,Bolton,United Services Recreation Club M4,United Services Recreation Club M4
